hs_key,Category,Subcategory
0101,Animal & Animal Products,Live animals
0102,Animal & Animal Products,Live animals
0103,Animal & Animal Products,Live animals
0104,Animal & Animal Products,Live animals
0105,Animal & Animal Products,Live animals
0106,Animal & Animal Products,Live animals
0201,Animal & Animal Products,Meat and edible meat offal
0202,Animal & Animal Products,Meat and edible meat offal
0203,Animal & Animal Products,Meat and edible meat offal
0204,Animal & Animal Products,Meat and edible meat offal
0205,Animal & Animal Products,Meat and edible meat offal
0206,Animal & Animal Products,Meat and edible meat offal
0207,Animal & Animal Products,Meat and edible meat offal
0208,Animal & Animal Products,Meat and edible meat offal
0209,Animal & Animal Products,Meat and edible meat offal
0210,Animal & Animal Products,Meat and edible meat offal
0301,Animal & Animal Products,"Fish and crustaceans, molluscs and other aquatic invertebrates"
0302,Animal & Animal Products,"Fish and crustaceans, molluscs and other aquatic invertebrates"
0303,Animal & Animal Products,"Fish and crustaceans, molluscs and other aquatic invertebrates"
0304,Animal & Animal Products,"Fish and crustaceans, molluscs and other aquatic invertebrates"
0305,Animal & Animal Products,"Fish and crustaceans, molluscs and other aquatic invertebrates"
0306,Animal & Animal Products,"Fish and crustaceans, molluscs and other aquatic invertebrates"
0307,Animal & Animal Products,"Fish and crustaceans, molluscs and other aquatic invertebrates"
0308,Animal & Animal Products,"Fish and crustaceans, molluscs and other aquatic invertebrates"
0309,Animal & Animal Products,"Fish and crustaceans, molluscs and other aquatic invertebrates"
0401,Animal & Animal Products,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included"
0402,Animal & Animal Products,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included"
0403,Animal & Animal Products,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included"
0404,Animal & Animal Products,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included"
0405,Animal & Animal Products,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included"
0406,Animal & Animal Products,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included"
0407,Animal & Animal Products,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included"
0408,Animal & Animal Products,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included"
0409,Animal & Animal Products,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included"
0410,Animal & Animal Products,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included"
0501,Animal & Animal Products,"Products of animal origin, not elsewhere specified or included"
0502,Animal & Animal Products,"Products of animal origin, not elsewhere specified or included"
0503,Animal & Animal Products,"Products of animal origin, not elsewhere specified or included"
0504,Animal & Animal Products,"Products of animal origin, not elsewhere specified or included"
0505,Animal & Animal Products,"Products of animal origin, not elsewhere specified or included"
0506,Animal & Animal Products,"Products of animal origin, not elsewhere specified or included"
0507,Animal & Animal Products,"Products of animal origin, not elsewhere specified or included"
0508,Animal & Animal Products,"Products of animal origin, not elsewhere specified or included"
0509,Animal & Animal Products,"Products of animal origin, not elsewhere specified or included"
0510,Animal & Animal Products,"Products of animal origin, not elsewhere specified or included"
0511,Animal & Animal Products,"Products of animal origin, not elsewhere specified or included"
0601,Vegetable Products,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage"
0602,Vegetable Products,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage"
0603,Vegetable Products,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage"
0604,Vegetable Products,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage"
0701,Vegetable Products,Edible vegetables and certain roots and tubers
0702,Vegetable Products,Edible vegetables and certain roots and tubers
0703,Vegetable Products,Edible vegetables and certain roots and tubers
0704,Vegetable Products,Edible vegetables and certain roots and tubers
0705,Vegetable Products,Edible vegetables and certain roots and tubers
0706,Vegetable Products,Edible vegetables and certain roots and tubers
0707,Vegetable Products,Edible vegetables and certain roots and tubers
0708,Vegetable Products,Edible vegetables and certain roots and tubers
0709,Vegetable Products,Edible vegetables and certain roots and tubers
0710,Vegetable Products,Edible vegetables and certain roots and tubers
0711,Vegetable Products,Edible vegetables and certain roots and tubers
0712,Vegetable Products,Edible vegetables and certain roots and tubers
0713,Vegetable Products,Edible vegetables and certain roots and tubers
0714,Vegetable Products,Edible vegetables and certain roots and tubers
0801,Vegetable Products,Edible fruit and nuts; peel of citrus fruit or melons
0802,Vegetable Products,Edible fruit and nuts; peel of citrus fruit or melons
0803,Vegetable Products,Edible fruit and nuts; peel of citrus fruit or melons
0804,Vegetable Products,Edible fruit and nuts; peel of citrus fruit or melons
0805,Vegetable Products,Edible fruit and nuts; peel of citrus fruit or melons
0806,Vegetable Products,Edible fruit and nuts; peel of citrus fruit or melons
0807,Vegetable Products,Edible fruit and nuts; peel of citrus fruit or melons
0808,Vegetable Products,Edible fruit and nuts; peel of citrus fruit or melons
0809,Vegetable Products,Edible fruit and nuts; peel of citrus fruit or melons
0810,Vegetable Products,Edible fruit and nuts; peel of citrus fruit or melons
0811,Vegetable Products,Edible fruit and nuts; peel of citrus fruit or melons
0812,Vegetable Products,Edible fruit and nuts; peel of citrus fruit or melons
0813,Vegetable Products,Edible fruit and nuts; peel of citrus fruit or melons
0814,Vegetable Products,Edible fruit and nuts; peel of citrus fruit or melons
0901,Vegetable Products,"Coffee, tea, mate and spices"
0902,Vegetable Products,"Coffee, tea, mate and spices"
0903,Vegetable Products,"Coffee, tea, mate and spices"
0904,Vegetable Products,"Coffee, tea, mate and spices"
0905,Vegetable Products,"Coffee, tea, mate and spices"
0906,Vegetable Products,"Coffee, tea, mate and spices"
0907,Vegetable Products,"Coffee, tea, mate and spices"
0908,Vegetable Products,"Coffee, tea, mate and spices"
0909,Vegetable Products,"Coffee, tea, mate and spices"
0910,Vegetable Products,"Coffee, tea, mate and spices"
1001,Vegetable Products,Cereals
1002,Vegetable Products,Cereals
1003,Vegetable Products,Cereals
1004,Vegetable Products,Cereals
1005,Vegetable Products,Cereals
1006,Vegetable Products,Cereals
1007,Vegetable Products,Cereals
1008,Vegetable Products,Cereals
1101,Vegetable Products,Products of the milling industry; malt; starches; inulin; wheat gluten
1102,Vegetable Products,Products of the milling industry; malt; starches; inulin; wheat gluten
1103,Vegetable Products,Products of the milling industry; malt; starches; inulin; wheat gluten
1104,Vegetable Products,Products of the milling industry; malt; starches; inulin; wheat gluten
1105,Vegetable Products,Products of the milling industry; malt; starches; inulin; wheat gluten
1106,Vegetable Products,Products of the milling industry; malt; starches; inulin; wheat gluten
1107,Vegetable Products,Products of the milling industry; malt; starches; inulin; wheat gluten
1108,Vegetable Products,Products of the milling industry; malt; starches; inulin; wheat gluten
1109,Vegetable Products,Products of the milling industry; malt; starches; inulin; wheat gluten
1201,Vegetable Products,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit; industrial or medicinal plants ; straw and fodder"
1202,Vegetable Products,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit; industrial or medicinal plants ; straw and fodder"
1203,Vegetable Products,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit; industrial or medicinal plants ; straw and fodder"
1204,Vegetable Products,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit; industrial or medicinal plants ; straw and fodder"
1205,Vegetable Products,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit; industrial or medicinal plants ; straw and fodder"
1206,Vegetable Products,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit; industrial or medicinal plants ; straw and fodder"
1207,Vegetable Products,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit; industrial or medicinal plants ; straw and fodder"
1208,Vegetable Products,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit; industrial or medicinal plants ; straw and fodder"
1209,Vegetable Products,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit; industrial or medicinal plants ; straw and fodder"
1210,Vegetable Products,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit; industrial or medicinal plants ; straw and fodder"
1211,Vegetable Products,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit; industrial or medicinal plants ; straw and fodder"
1212,Vegetable Products,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit; industrial or medicinal plants ; straw and fodder"
1213,Vegetable Products,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit; industrial or medicinal plants ; straw and fodder"
1214,Vegetable Products,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit; industrial or medicinal plants ; straw and fodder"
1301,Vegetable Products,"Lac; gums, resins and other vegetable saps and extracts"
1302,Vegetable Products,"Lac; gums, resins and other vegetable saps and extracts"
1401,Vegetable Products,Vegetable plaiting materials; vegetable products not elsewhere specified or included
1402,Vegetable Products,Vegetable plaiting materials; vegetable products not elsewhere specified or included
1403,Vegetable Products,Vegetable plaiting materials; vegetable products not elsewhere specified or included
1404,Vegetable Products,Vegetable plaiting materials; vegetable products not elsewhere specified or included
1501,Vegetable Products,Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes
1502,Vegetable Products,Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes
1503,Vegetable Products,Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes
1504,Vegetable Products,Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes
1505,Vegetable Products,Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes
1506,Vegetable Products,Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes
1507,Vegetable Products,Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes
1508,Vegetable Products,Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes
1509,Vegetable Products,Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes
1510,Vegetable Products,Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes
1511,Vegetable Products,Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes
1512,Vegetable Products,Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes
1513,Vegetable Products,Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes
1514,Vegetable Products,Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes
1515,Vegetable Products,Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes
1516,Vegetable Products,Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes
1517,Vegetable Products,Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes
1518,Vegetable Products,Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes
1519,Vegetable Products,Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes
1520,Vegetable Products,Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes
1521,Vegetable Products,Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes
1522,Vegetable Products,Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes
1601,Foodstuffs,"Preparations of meat, of fish or of crustaceans, molluscs or other aquatic invertebrates"
1602,Foodstuffs,"Preparations of meat, of fish or of crustaceans, molluscs or other aquatic invertebrates"
1603,Foodstuffs,"Preparations of meat, of fish or of crustaceans, molluscs or other aquatic invertebrates"
1604,Foodstuffs,"Preparations of meat, of fish or of crustaceans, molluscs or other aquatic invertebrates"
1605,Foodstuffs,"Preparations of meat, of fish or of crustaceans, molluscs or other aquatic invertebrates"
1701,Foodstuffs,Sugars and sugar confectionery
1702,Foodstuffs,Sugars and sugar confectionery
1703,Foodstuffs,Sugars and sugar confectionery
1704,Foodstuffs,Sugars and sugar confectionery
1801,Foodstuffs,Cocoa and cocoa preparations
1802,Foodstuffs,Cocoa and cocoa preparations
1803,Foodstuffs,Cocoa and cocoa preparations
1804,Foodstuffs,Cocoa and cocoa preparations
1805,Foodstuffs,Cocoa and cocoa preparations
1806,Foodstuffs,Cocoa and cocoa preparations
1901,Foodstuffs,"Preparations of cereals, flour, starch or milk; pastrycooks' products"
1902,Foodstuffs,"Preparations of cereals, flour, starch or milk; pastrycooks' products"
1903,Foodstuffs,"Preparations of cereals, flour, starch or milk; pastrycooks' products"
1904,Foodstuffs,"Preparations of cereals, flour, starch or milk; pastrycooks' products"
1905,Foodstuffs,"Preparations of cereals, flour, starch or milk; pastrycooks' products"
2001,Foodstuffs,"Preparations of vegetables, fruit, nuts or other parts of plants"
2002,Foodstuffs,"Preparations of vegetables, fruit, nuts or other parts of plants"
2003,Foodstuffs,"Preparations of vegetables, fruit, nuts or other parts of plants"
2004,Foodstuffs,"Preparations of vegetables, fruit, nuts or other parts of plants"
2005,Foodstuffs,"Preparations of vegetables, fruit, nuts or other parts of plants"
2006,Foodstuffs,"Preparations of vegetables, fruit, nuts or other parts of plants"
2007,Foodstuffs,"Preparations of vegetables, fruit, nuts or other parts of plants"
2008,Foodstuffs,"Preparations of vegetables, fruit, nuts or other parts of plants"
2009,Foodstuffs,"Preparations of vegetables, fruit, nuts or other parts of plants"
2101,Foodstuffs,Miscellaneous edible preparations
2102,Foodstuffs,Miscellaneous edible preparations
2103,Foodstuffs,Miscellaneous edible preparations
2104,Foodstuffs,Miscellaneous edible preparations
2105,Foodstuffs,Miscellaneous edible preparations
2106,Foodstuffs,Miscellaneous edible preparations
2201,Foodstuffs,"Beverages, spirits and vinegar"
2202,Foodstuffs,"Beverages, spirits and vinegar"
2203,Foodstuffs,"Beverages, spirits and vinegar"
2204,Foodstuffs,"Beverages, spirits and vinegar"
2205,Foodstuffs,"Beverages, spirits and vinegar"
2206,Foodstuffs,"Beverages, spirits and vinegar"
2207,Foodstuffs,"Beverages, spirits and vinegar"
2208,Foodstuffs,"Beverages, spirits and vinegar"
2209,Foodstuffs,"Beverages, spirits and vinegar"
2301,Foodstuffs,Residues and waste from the food industries; prepared animal fodder
2302,Foodstuffs,Residues and waste from the food industries; prepared animal fodder
2303,Foodstuffs,Residues and waste from the food industries; prepared animal fodder
2304,Foodstuffs,Residues and waste from the food industries; prepared animal fodder
2305,Foodstuffs,Residues and waste from the food industries; prepared animal fodder
2306,Foodstuffs,Residues and waste from the food industries; prepared animal fodder
2307,Foodstuffs,Residues and waste from the food industries; prepared animal fodder
2308,Foodstuffs,Residues and waste from the food industries; prepared animal fodder
2309,Foodstuffs,Residues and waste from the food industries; prepared animal fodder
2401,Foodstuffs,Tobacco and manufactured tobacco substitutes
2402,Foodstuffs,Tobacco and manufactured tobacco substitutes
2403,Foodstuffs,Tobacco and manufactured tobacco substitutes
2404,Foodstuffs,Tobacco and manufactured tobacco substitutes
2501,Mineral Products,"Salt; sulphur; earths and stone; plastering materials, lime and cement"
2502,Mineral Products,"Salt; sulphur; earths and stone; plastering materials, lime and cement"
2503,Mineral Products,"Salt; sulphur; earths and stone; plastering materials, lime and cement"
2504,Mineral Products,"Salt; sulphur; earths and stone; plastering materials, lime and cement"
2505,Mineral Products,"Salt; sulphur; earths and stone; plastering materials, lime and cement"
2506,Mineral Products,"Salt; sulphur; earths and stone; plastering materials, lime and cement"
2507,Mineral Products,"Salt; sulphur; earths and stone; plastering materials, lime and cement"
2508,Mineral Products,"Salt; sulphur; earths and stone; plastering materials, lime and cement"
2509,Mineral Products,"Salt; sulphur; earths and stone; plastering materials, lime and cement"
2510,Mineral Products,"Salt; sulphur; earths and stone; plastering materials, lime and cement"
2511,Mineral Products,"Salt; sulphur; earths and stone; plastering materials, lime and cement"
2512,Mineral Products,"Salt; sulphur; earths and stone; plastering materials, lime and cement"
2513,Mineral Products,"Salt; sulphur; earths and stone; plastering materials, lime and cement"
2514,Mineral Products,"Salt; sulphur; earths and stone; plastering materials, lime and cement"
2515,Mineral Products,"Salt; sulphur; earths and stone; plastering materials, lime and cement"
2516,Mineral Products,"Salt; sulphur; earths and stone; plastering materials, lime and cement"
2517,Mineral Products,"Salt; sulphur; earths and stone; plastering materials, lime and cement"
2518,Mineral Products,"Salt; sulphur; earths and stone; plastering materials, lime and cement"
2519,Mineral Products,"Salt; sulphur; earths and stone; plastering materials, lime and cement"
2520,Mineral Products,"Salt; sulphur; earths and stone; plastering materials, lime and cement"
2521,Mineral Products,"Salt; sulphur; earths and stone; plastering materials, lime and cement"
2522,Mineral Products,"Salt; sulphur; earths and stone; plastering materials, lime and cement"
2523,Mineral Products,"Salt; sulphur; earths and stone; plastering materials, lime and cement"
2524,Mineral Products,"Salt; sulphur; earths and stone; plastering materials, lime and cement"
2525,Mineral Products,"Salt; sulphur; earths and stone; plastering materials, lime and cement"
2526,Mineral Products,"Salt; sulphur; earths and stone; plastering materials, lime and cement"
2527,Mineral Products,"Salt; sulphur; earths and stone; plastering materials, lime and cement"
2528,Mineral Products,"Salt; sulphur; earths and stone; plastering materials, lime and cement"
2529,Mineral Products,"Salt; sulphur; earths and stone; plastering materials, lime and cement"
2530,Mineral Products,"Salt; sulphur; earths and stone; plastering materials, lime and cement"
2601,Mineral Products,"Ores, slag and ash"
2602,Mineral Products,"Ores, slag and ash"
2603,Mineral Products,"Ores, slag and ash"
2604,Mineral Products,"Ores, slag and ash"
2605,Mineral Products,"Ores, slag and ash"
2606,Mineral Products,"Ores, slag and ash"
2607,Mineral Products,"Ores, slag and ash"
2608,Mineral Products,"Ores, slag and ash"
2609,Mineral Products,"Ores, slag and ash"
2610,Mineral Products,"Ores, slag and ash"
2611,Mineral Products,"Ores, slag and ash"
2612,Mineral Products,"Ores, slag and ash"
2613,Mineral Products,"Ores, slag and ash"
2614,Mineral Products,"Ores, slag and ash"
2615,Mineral Products,"Ores, slag and ash"
2616,Mineral Products,"Ores, slag and ash"
2617,Mineral Products,"Ores, slag and ash"
2618,Mineral Products,"Ores, slag and ash"
2619,Mineral Products,"Ores, slag and ash"
2620,Mineral Products,"Ores, slag and ash"
2621,Mineral Products,"Ores, slag and ash"
2701,Mineral Products,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes"
2702,Mineral Products,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes"
2703,Mineral Products,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes"
2704,Mineral Products,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes"
2705,Mineral Products,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes"
2706,Mineral Products,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes"
2707,Mineral Products,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes"
2708,Mineral Products,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes"
2709,Mineral Products,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes"
2710,Mineral Products,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes"
2711,Mineral Products,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes"
2712,Mineral Products,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes"
2713,Mineral Products,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes"
2714,Mineral Products,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes"
2715,Mineral Products,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes"
2801,Chemicals & Allied Industries,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes"
2802,Chemicals & Allied Industries,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes"
2803,Chemicals & Allied Industries,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes"
2804,Chemicals & Allied Industries,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes"
2805,Chemicals & Allied Industries,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes"
2806,Chemicals & Allied Industries,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes"
2807,Chemicals & Allied Industries,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes"
2808,Chemicals & Allied Industries,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes"
2809,Chemicals & Allied Industries,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes"
2810,Chemicals & Allied Industries,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes"
2811,Chemicals & Allied Industries,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes"
2812,Chemicals & Allied Industries,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes"
2813,Chemicals & Allied Industries,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes"
2814,Chemicals & Allied Industries,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes"
2815,Chemicals & Allied Industries,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes"
2816,Chemicals & Allied Industries,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes"
2817,Chemicals & Allied Industries,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes"
2818,Chemicals & Allied Industries,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes"
2819,Chemicals & Allied Industries,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes"
2820,Chemicals & Allied Industries,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes"
2821,Chemicals & Allied Industries,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes"
2822,Chemicals & Allied Industries,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes"
2823,Chemicals & Allied Industries,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes"
2824,Chemicals & Allied Industries,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes"
2825,Chemicals & Allied Industries,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes"
2826,Chemicals & Allied Industries,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes"
2827,Chemicals & Allied Industries,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes"
2828,Chemicals & Allied Industries,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes"
2829,Chemicals & Allied Industries,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes"
2830,Chemicals & Allied Industries,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes"
2831,Chemicals & Allied Industries,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes"
2832,Chemicals & Allied Industries,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes"
2833,Chemicals & Allied Industries,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes"
2834,Chemicals & Allied Industries,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes"
2835,Chemicals & Allied Industries,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes"
2836,Chemicals & Allied Industries,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes"
2837,Chemicals & Allied Industries,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes"
2838,Chemicals & Allied Industries,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes"
2839,Chemicals & Allied Industries,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes"
2840,Chemicals & Allied Industries,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes"
2841,Chemicals & Allied Industries,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes"
2842,Chemicals & Allied Industries,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes"
2843,Chemicals & Allied Industries,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes"
2844,Chemicals & Allied Industries,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes"
2845,Chemicals & Allied Industries,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes"
2846,Chemicals & Allied Industries,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes"
2847,Chemicals & Allied Industries,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes"
2848,Chemicals & Allied Industries,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes"
2849,Chemicals & Allied Industries,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes"
2850,Chemicals & Allied Industries,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes"
2851,Chemicals & Allied Industries,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes"
2852,Chemicals & Allied Industries,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes"
2853,Chemicals & Allied Industries,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes"
2901,Chemicals & Allied Industries,Organic chemicals
2902,Chemicals & Allied Industries,Organic chemicals
2903,Chemicals & Allied Industries,Organic chemicals
2904,Chemicals & Allied Industries,Organic chemicals
2905,Chemicals & Allied Industries,Organic chemicals
2906,Chemicals & Allied Industries,Organic chemicals
2907,Chemicals & Allied Industries,Organic chemicals
2908,Chemicals & Allied Industries,Organic chemicals
2909,Chemicals & Allied Industries,Organic chemicals
2910,Chemicals & Allied Industries,Organic chemicals
2911,Chemicals & Allied Industries,Organic chemicals
2912,Chemicals & Allied Industries,Organic chemicals
2913,Chemicals & Allied Industries,Organic chemicals
2914,Chemicals & Allied Industries,Organic chemicals
2915,Chemicals & Allied Industries,Organic chemicals
2916,Chemicals & Allied Industries,Organic chemicals
2917,Chemicals & Allied Industries,Organic chemicals
2918,Chemicals & Allied Industries,Organic chemicals
2919,Chemicals & Allied Industries,Organic chemicals
2920,Chemicals & Allied Industries,Organic chemicals
2921,Chemicals & Allied Industries,Organic chemicals
2922,Chemicals & Allied Industries,Organic chemicals
2923,Chemicals & Allied Industries,Organic chemicals
2924,Chemicals & Allied Industries,Organic chemicals
