hs_key,Category,Subcategory
8407,Machinery / Electrical,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof"
8408,Machinery / Electrical,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof"
8409,Machinery / Electrical,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof"
8410,Machinery / Electrical,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof"
8411,Machinery / Electrical,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof"
8412,Machinery / Electrical,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof"
8413,Machinery / Electrical,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof"
8414,Machinery / Electrical,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof"
8415,Machinery / Electrical,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof"
8416,Machinery / Electrical,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof"
8417,Machinery / Electrical,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof"
8418,Machinery / Electrical,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof"
8419,Machinery / Electrical,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof"
8420,Machinery / Electrical,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof"
8421,Machinery / Electrical,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof"
8422,Machinery / Electrical,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof"
8423,Machinery / Electrical,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof"
8424,Machinery / Electrical,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof"
8425,Machinery / Electrical,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof"
8426,Machinery / Electrical,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof"
8427,Machinery / Electrical,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof"
8428,Machinery / Electrical,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof"
8429,Machinery / Electrical,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof"
8430,Machinery / Electrical,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof"
8431,Machinery / Electrical,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof"
8432,Machinery / Electrical,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof"
8433,Machinery / Electrical,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof"
8434,Machinery / Electrical,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof"
8435,Machinery / Electrical,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof"
8436,Machinery / Electrical,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof"
8437,Machinery / Electrical,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof"
8438,Machinery / Electrical,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof"
8439,Machinery / Electrical,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof"
8440,Machinery / Electrical,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof"
8441,Machinery / Electrical,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof"
8442,Machinery / Electrical,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof"
8443,Machinery / Electrical,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof"
8444,Machinery / Electrical,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof"
8445,Machinery / Electrical,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof"
8446,Machinery / Electrical,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof"
8447,Machinery / Electrical,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof"
8448,Machinery / Electrical,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof"
8449,Machinery / Electrical,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof"
8450,Machinery / Electrical,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof"
8451,Machinery / Electrical,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof"
8452,Machinery / Electrical,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof"
8453,Machinery / Electrical,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof"
8454,Machinery / Electrical,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof"
8455,Machinery / Electrical,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof"
8456,Machinery / Electrical,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof"
8457,Machinery / Electrical,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof"
8458,Machinery / Electrical,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof"
8459,Machinery / Electrical,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof"
8460,Machinery / Electrical,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof"
8461,Machinery / Electrical,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof"
8462,Machinery / Electrical,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof"
8463,Machinery / Electrical,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof"
8464,Machinery / Electrical,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof"
8465,Machinery / Electrical,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof"
8466,Machinery / Electrical,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof"
8467,Machinery / Electrical,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof"
8468,Machinery / Electrical,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof"
8469,Machinery / Electrical,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof"
8470,Machinery / Electrical,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof"
8471,Machinery / Electrical,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof"
8472,Machinery / Electrical,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof"
8473,Machinery / Electrical,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof"
8474,Machinery / Electrical,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof"
8475,Machinery / Electrical,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof"
8476,Machinery / Electrical,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof"
8477,Machinery / Electrical,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof"
8478,Machinery / Electrical,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof"
8479,Machinery / Electrical,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof"
8480,Machinery / Electrical,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof"
8481,Machinery / Electrical,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof"
8482,Machinery / Electrical,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof"
8483,Machinery / Electrical,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof"
8484,Machinery / Electrical,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof"
8485,Machinery / Electrical,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof"
8486,Machinery / Electrical,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof"
8487,Machinery / Electrical,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof"
8501,Machinery / Electrical,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles"
8502,Machinery / Electrical,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles"
8503,Machinery / Electrical,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles"
8504,Machinery / Electrical,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles"
8505,Machinery / Electrical,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles"
8506,Machinery / Electrical,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles"
8507,Machinery / Electrical,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles"
8508,Machinery / Electrical,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles"
8509,Machinery / Electrical,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles"
8510,Machinery / Electrical,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles"
8511,Machinery / Electrical,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles"
8512,Machinery / Electrical,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles"
8513,Machinery / Electrical,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles"
8514,Machinery / Electrical,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles"
8515,Machinery / Electrical,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles"
8516,Machinery / Electrical,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles"
8517,Machinery / Electrical,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles"
8518,Machinery / Electrical,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles"
8519,Machinery / Electrical,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles"
8520,Machinery / Electrical,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles"
8521,Machinery / Electrical,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles"
8522,Machinery / Electrical,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles"
8523,Machinery / Electrical,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles"
8524,Machinery / Electrical,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles"
8525,Machinery / Electrical,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles"
8526,Machinery / Electrical,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles"
8527,Machinery / Electrical,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles"
8528,Machinery / Electrical,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles"
8529,Machinery / Electrical,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles"
8530,Machinery / Electrical,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles"
8531,Machinery / Electrical,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles"
8532,Machinery / Electrical,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles"
8533,Machinery / Electrical,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles"
8534,Machinery / Electrical,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles"
8535,Machinery / Electrical,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles"
8536,Machinery / Electrical,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles"
8537,Machinery / Electrical,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles"
8538,Machinery / Electrical,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles"
8539,Machinery / Electrical,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles"
8540,Machinery / Electrical,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles"
8541,Machinery / Electrical,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles"
8542,Machinery / Electrical,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles"
8543,Machinery / Electrical,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles"
8544,Machinery / Electrical,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles"
8545,Machinery / Electrical,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles"
8546,Machinery / Electrical,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles"
8547,Machinery / Electrical,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles"
8548,Machinery / Electrical,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles"
8549,Machinery / Electrical,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles"
8601,Transportation,"Railway or tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds"
8602,Transportation,"Railway or tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds"
8603,Transportation,"Railway or tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds"
8604,Transportation,"Railway or tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds"
8605,Transportation,"Railway or tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds"
8606,Transportation,"Railway or tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds"
8607,Transportation,"Railway or tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds"
8608,Transportation,"Railway or tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds"
8609,Transportation,"Railway or tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds"
8701,Transportation,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof"
8702,Transportation,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof"
8703,Transportation,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof"
8704,Transportation,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof"
8705,Transportation,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof"
8706,Transportation,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof"
8707,Transportation,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof"
8708,Transportation,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof"
8709,Transportation,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof"
8710,Transportation,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof"
8711,Transportation,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof"
8712,Transportation,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof"
8713,Transportation,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof"
8714,Transportation,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof"
8715,Transportation,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof"
8716,Transportation,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof"
8801,Transportation,"Aircraft, spacecraft, and parts thereof"
8802,Transportation,"Aircraft, spacecraft, and parts thereof"
8803,Transportation,"Aircraft, spacecraft, and parts thereof"
8804,Transportation,"Aircraft, spacecraft, and parts thereof"
8805,Transportation,"Aircraft, spacecraft, and parts thereof"
8806,Transportation,"Aircraft, spacecraft, and parts thereof"
8807,Transportation,"Aircraft, spacecraft, and parts thereof"
8901,Transportation,"Ships, boats and floating structures"
8902,Transportation,"Ships, boats and floating structures"
8903,Transportation,"Ships, boats and floating structures"
8904,Transportation,"Ships, boats and floating structures"
8905,Transportation,"Ships, boats and floating structures"
8906,Transportation,"Ships, boats and floating structures"
8907,Transportation,"Ships, boats and floating structures"
8908,Transportation,"Ships, boats and floating structures"
9001,Miscellaneous,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof"
9002,Miscellaneous,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof"
9003,Miscellaneous,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof"
9004,Miscellaneous,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof"
9005,Miscellaneous,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof"
9006,Miscellaneous,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof"
9007,Miscellaneous,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof"
9008,Miscellaneous,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof"
9009,Miscellaneous,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof"
9010,Miscellaneous,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof"
9011,Miscellaneous,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof"
9012,Miscellaneous,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof"
9013,Miscellaneous,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof"
9014,Miscellaneous,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof"
9015,Miscellaneous,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof"
9016,Miscellaneous,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof"
9017,Miscellaneous,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof"
9018,Miscellaneous,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof"
9019,Miscellaneous,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof"
9020,Miscellaneous,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof"
9021,Miscellaneous,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof"
9022,Miscellaneous,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof"
9023,Miscellaneous,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof"
9024,Miscellaneous,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof"
9025,Miscellaneous,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof"
9026,Miscellaneous,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof"
9027,Miscellaneous,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof"
9028,Miscellaneous,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof"
9029,Miscellaneous,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof"
9030,Miscellaneous,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof"
9031,Miscellaneous,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof"
9032,Miscellaneous,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof"
9033,Miscellaneous,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof"
9101,Miscellaneous,Clocks and watches and parts thereof
9102,Miscellaneous,Clocks and watches and parts thereof
9103,Miscellaneous,Clocks and watches and parts thereof
9104,Miscellaneous,Clocks and watches and parts thereof
9105,Miscellaneous,Clocks and watches and parts thereof
9106,Miscellaneous,Clocks and watches and parts thereof
9107,Miscellaneous,Clocks and watches and parts thereof
9108,Miscellaneous,Clocks and watches and parts thereof
9109,Miscellaneous,Clocks and watches and parts thereof
9110,Miscellaneous,Clocks and watches and parts thereof
9111,Miscellaneous,Clocks and watches and parts thereof
9112,Miscellaneous,Clocks and watches and parts thereof
9113,Miscellaneous,Clocks and watches and parts thereof
9114,Miscellaneous,Clocks and watches and parts thereof
9201,Miscellaneous,Musical instruments; parts and accessories of such articles
9202,Miscellaneous,Musical instruments; parts and accessories of such articles
9203,Miscellaneous,Musical instruments; parts and accessories of such articles
9204,Miscellaneous,Musical instruments; parts and accessories of such articles
9205,Miscellaneous,Musical instruments; parts and accessories of such articles
9206,Miscellaneous,Musical instruments; parts and accessories of such articles
9207,Miscellaneous,Musical instruments; parts and accessories of such articles
9208,Miscellaneous,Musical instruments; parts and accessories of such articles
9209,Miscellaneous,Musical instruments; parts and accessories of such articles
9301,Miscellaneous,Arms and ammunition; parts and accessories thereof
9302,Miscellaneous,Arms and ammunition; parts and accessories thereof
9303,Miscellaneous,Arms and ammunition; parts and accessories thereof
9304,Miscellaneous,Arms and ammunition; parts and accessories thereof
9305,Miscellaneous,Arms and ammunition; parts and accessories thereof
9306,Miscellaneous,Arms and ammunition; parts and accessories thereof
9307,Miscellaneous,Arms and ammunition; parts and accessories thereof
9401,Miscellaneous,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, not elsewhere specified or included; illuminated signs, illuminated name-plates and the like; prefabricated buildings"
9402,Miscellaneous,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, not elsewhere specified or included; illuminated signs, illuminated name-plates and the like; prefabricated buildings"
9403,Miscellaneous,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, not elsewhere specified or included; illuminated signs, illuminated name-plates and the like; prefabricated buildings"
9404,Miscellaneous,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, not elsewhere specified or included; illuminated signs, illuminated name-plates and the like; prefabricated buildings"
9405,Miscellaneous,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, not elsewhere specified or included; illuminated signs, illuminated name-plates and the like; prefabricated buildings"
9406,Miscellaneous,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, not elsewhere specified or included; illuminated signs, illuminated name-plates and the like; prefabricated buildings"
9501,Miscellaneous,"Toys, games and sports requisites; parts and accessories thereof"
9502,Miscellaneous,"Toys, games and sports requisites; parts and accessories thereof"
9503,Miscellaneous,"Toys, games and sports requisites; parts and accessories thereof"
9504,Miscellaneous,"Toys, games and sports requisites; parts and accessories thereof"
9505,Miscellaneous,"Toys, games and sports requisites; parts and accessories thereof"
9506,Miscellaneous,"Toys, games and sports requisites; parts and accessories thereof"
9507,Miscellaneous,"Toys, games and sports requisites; parts and accessories thereof"
9508,Miscellaneous,"Toys, games and sports requisites; parts and accessories thereof"
9601,Miscellaneous,Miscellaneous manufactured articles
9602,Miscellaneous,Miscellaneous manufactured articles
9603,Miscellaneous,Miscellaneous manufactured articles
9604,Miscellaneous,Miscellaneous manufactured articles
9605,Miscellaneous,Miscellaneous manufactured articles
9606,Miscellaneous,Miscellaneous manufactured articles
9607,Miscellaneous,Miscellaneous manufactured articles
9608,Miscellaneous,Miscellaneous manufactured articles
9609,Miscellaneous,Miscellaneous manufactured articles
9610,Miscellaneous,Miscellaneous manufactured articles
9611,Miscellaneous,Miscellaneous manufactured articles
9612,Miscellaneous,Miscellaneous manufactured articles
9613,Miscellaneous,Miscellaneous manufactured articles
9614,Miscellaneous,Miscellaneous manufactured articles
9615,Miscellaneous,Miscellaneous manufactured articles
9616,Miscellaneous,Miscellaneous manufactured articles
9617,Miscellaneous,Miscellaneous manufactured articles
9618,Miscellaneous,Miscellaneous manufactured articles
9619,Miscellaneous,Miscellaneous manufactured articles
9620,Miscellaneous,Miscellaneous manufactured articles
9701,"Works of art, collectors' pieces, and antiques","Works of art, collectors' pieces, and antiques"
9702,"Works of art, collectors' pieces, and antiques","Works of art, collectors' pieces, and antiques"
9703,"Works of art, collectors' pieces, and antiques","Works of art, collectors' pieces, and antiques"
9704,"Works of art, collectors' pieces, and antiques","Works of art, collectors' pieces, and antiques"
9705,"Works of art, collectors' pieces, and antiques","Works of art, collectors' pieces, and antiques"
9706,"Works of art, collectors' pieces, and antiques","Works of art, collectors' pieces, and antiques"
9801,Commodities Special Provisions,The personal effects and used household appliances bruoght into the country by the nation
9802,Commodities Special Provisions,"The personal effects and used household appliances bruoght into the country by the nation for embassies, consulates and International organizations"
9898,Confidential Goods,Confidential Goods
